job_title,location,industry,skills,experience,salary_lpa,posted_date
data scientist,Hyderabad,IT,"python, statistics, ml",5,24,2024-08-16
devops engineer,Pune,IT,"linux, aws, kubernetes",3,25,2023-03-05
business analyst,Mumbai,FinTech,"sql, excel, communication",1,17,2024-10-22
ml engineer,Pune,FinTech,"tensorflow, ml, deep learning",3,17,2023-02-20
cyber security analyst,Chennai,EdTech,"networking, linux, security",2,13,2023-02-08
ai engineer,Bangalore,EdTech,"ml, python, ai",6,7,2023-01-31
web developer,Pune,HealthTech,"css, react, javascript",0,11,2024-04-23
devops engineer,Pune,EdTech,"aws, linux, kubernetes",4,22,2024-10-13
business analyst,Delhi,HealthTech,"communication, excel, sql",1,4,2024-05-22
software engineer,Chennai,HealthTech,"python, sql, oops",1,5,2024-06-17
cloud engineer,Bangalore,HealthTech,"azure, aws, docker",1,21,2023-09-05
software engineer,Delhi,IT,"oops, sql, python",4,4,2023-06-03
data scientist,Mumbai,IT,"sql, ml, statistics",1,22,2024-03-13
software engineer,Delhi,HealthTech,"python, oops, sql",6,16,2024-10-05
data scientist,Delhi,IT,"statistics, python, sql",2,13,2024-06-03
software engineer,Chennai,IT,"oops, python, java",4,25,2023-05-16
cyber security analyst,Chennai,IT,"networking, linux, security",3,4,2023-09-11
cyber security analyst,Chennai,E-Commerce,"networking, security, linux",2,23,2023-07-13
software engineer,Chennai,HealthTech,"python, sql, oops",6,15,2024-10-12
devops engineer,Pune,E-Commerce,"aws, kubernetes, docker",1,12,2024-11-16
business analyst,Bangalore,EdTech,"sql, communication, excel",2,18,2024-07-20
cloud engineer,Hyderabad,IT,"docker, linux, aws",0,8,2024-07-06
devops engineer,Delhi,FinTech,"kubernetes, docker, linux",6,15,2024-01-29
cloud engineer,Chennai,EdTech,"azure, linux, aws",1,11,2023-04-19
cloud engineer,Pune,IT,"aws, linux, azure",5,11,2024-06-07
data analyst,Pune,FinTech,"excel, sql, power bi",0,8,2023-11-11
cyber security analyst,Mumbai,FinTech,"networking, security, linux",1,6,2024-03-18
data scientist,Delhi,IT,"ml, sql, statistics",8,3,2024-05-08
data analyst,Hyderabad,IT,"excel, power bi, python",6,15,2024-10-13
business analyst,Chennai,FinTech,"excel, sql, communication",6,3,2023-02-05
devops engineer,Bangalore,E-Commerce,"docker, aws, kubernetes",6,22,2024-07-26
data scientist,Hyderabad,FinTech,"ml, sql, python",3,10,2024-05-06
data analyst,Bangalore,IT,"excel, sql, python",0,15,2023-05-27
devops engineer,Mumbai,FinTech,"kubernetes, docker, linux",5,19,2023-06-26
software engineer,Pune,EdTech,"java, sql, oops",1,13,2023-05-11
business analyst,Mumbai,FinTech,"sql, excel, communication",3,21,2024-02-17
cyber security analyst,Chennai,EdTech,"security, linux, networking",5,20,2024-03-24
business analyst,Delhi,E-Commerce,"excel, communication, sql",7,16,2023-04-06
data scientist,Pune,HealthTech,"ml, statistics, python",0,23,2023-11-02
data scientist,Delhi,E-Commerce,"ml, python, sql",7,18,2024-08-25
devops engineer,Hyderabad,FinTech,"kubernetes, aws, docker",6,13,2024-10-06
data analyst,Chennai,E-Commerce,"power bi, sql, excel",8,15,2024-06-10
web developer,Mumbai,E-Commerce,"react, html, javascript",1,10,2023-04-28
business analyst,Delhi,HealthTech,"excel, communication, sql",5,9,2024-09-11
cyber security analyst,Chennai,IT,"security, networking, linux",5,9,2024-12-26
data analyst,Hyderabad,IT,"excel, python, power bi",3,21,2023-01-08
cloud engineer,Delhi,FinTech,"docker, aws, azure",8,24,2023-09-19
cloud engineer,Pune,HealthTech,"azure, linux, aws",6,21,2024-09-11
data scientist,Chennai,FinTech,"sql, ml, statistics",1,11,2023-01-30
data analyst,Pune,FinTech,"python, power bi, excel",3,22,2023-11-09
ml engineer,Pune,IT,"python, ml, tensorflow",1,15,2023-02-04
data analyst,Delhi,IT,"excel, power bi, sql",7,16,2024-10-08
cyber security analyst,Delhi,FinTech,"linux, security, networking",7,15,2024-02-08
ai engineer,Delhi,EdTech,"ml, python, nlp",7,22,2024-07-15
web developer,Mumbai,EdTech,"javascript, css, react",8,5,2024-02-24
ml engineer,Hyderabad,HealthTech,"deep learning, ml, python",6,16,2023-08-23
ai engineer,Delhi,EdTech,"python, nlp, ml",1,8,2024-08-17
ai engineer,Hyderabad,EdTech,"ai, python, nlp",5,25,2023-11-27
software engineer,Hyderabad,EdTech,"java, python, sql",1,11,2024-04-03
cyber security analyst,Hyderabad,HealthTech,"security, networking, linux",8,9,2023-01-27
software engineer,Mumbai,IT,"java, oops, sql",8,13,2024-01-20
data scientist,Bangalore,HealthTech,"ml, python, sql",3,7,2023-01-16
cyber security analyst,Bangalore,FinTech,"linux, security, networking",4,4,2024-12-26
software engineer,Hyderabad,EdTech,"python, java, sql",7,11,2023-10-31
software engineer,Chennai,HealthTech,"python, oops, sql",7,19,2023-11-19
ai engineer,Delhi,E-Commerce,"ml, python, ai",4,16,2024-12-24
cyber security analyst,Bangalore,HealthTech,"networking, security, linux",2,18,2023-06-11
devops engineer,Hyderabad,IT,"docker, aws, kubernetes",7,15,2023-03-06
cloud engineer,Chennai,HealthTech,"azure, aws, linux",0,10,2023-08-10
cyber security analyst,Delhi,FinTech,"linux, networking, security",4,21,2023-06-27
cyber security analyst,Mumbai,EdTech,"networking, security, linux",3,12,2023-07-31
ml engineer,Chennai,FinTech,"ml, deep learning, python",7,17,2023-07-27
cloud engineer,Mumbai,IT,"azure, docker, aws",3,3,2024-09-12
web developer,Delhi,EdTech,"html, css, react",8,8,2023-05-18
ai engineer,Mumbai,IT,"ai, python, nlp",5,9,2024-08-20
cyber security analyst,Bangalore,EdTech,"security, linux, networking",1,21,2023-06-04
web developer,Bangalore,EdTech,"javascript, react, css",3,22,2023-07-25
web developer,Pune,EdTech,"html, css, javascript",0,17,2023-07-29
ml engineer,Hyderabad,FinTech,"python, deep learning, tensorflow",5,5,2024-11-21
business analyst,Pune,FinTech,"communication, sql, excel",3,17,2024-05-10
software engineer,Bangalore,IT,"sql, java, python",7,13,2024-02-04
ai engineer,Hyderabad,EdTech,"python, nlp, ai",1,12,2023-06-25
cloud engineer,Mumbai,EdTech,"azure, linux, docker",4,23,2023-03-27
web developer,Pune,FinTech,"html, javascript, react",3,16,2024-11-10
software engineer,Hyderabad,HealthTech,"sql, python, oops",2,22,2024-08-28
web developer,Delhi,EdTech,"css, javascript, react",8,5,2024-09-20
ml engineer,Chennai,FinTech,"deep learning, ml, tensorflow",5,22,2023-09-12
web developer,Chennai,E-Commerce,"css, html, react",7,11,2024-02-01
data scientist,Mumbai,E-Commerce,"python, statistics, ml",6,14,2023-06-22
ml engineer,Chennai,FinTech,"ml, tensorflow, deep learning",8,13,2023-12-05
ai engineer,Chennai,EdTech,"nlp, ml, python",6,22,2023-09-15
devops engineer,Bangalore,FinTech,"linux, aws, kubernetes",3,14,2024-07-11
cloud engineer,Chennai,HealthTech,"aws, azure, linux",1,6,2023-09-28
web developer,Hyderabad,EdTech,"javascript, html, css",7,20,2024-06-02
devops engineer,Delhi,E-Commerce,"aws, kubernetes, docker",2,13,2023-06-07
cloud engineer,Hyderabad,HealthTech,"aws, linux, docker",3,25,2024-02-23
web developer,Bangalore,E-Commerce,"css, javascript, html",2,5,2023-07-15
web developer,Hyderabad,E-Commerce,"css, javascript, html",0,21,2024-11-30
ai engineer,Mumbai,HealthTech,"python, ml, ai",3,19,2023-08-20
cyber security analyst,Pune,EdTech,"security, networking, linux",3,21,2024-07-19
ai engineer,Chennai,EdTech,"ai, ml, nlp",7,19,2023-09-03
web developer,Chennai,HealthTech,"css, html, javascript",5,12,2023-09-27
data analyst,Mumbai,EdTech,"excel, python, sql",6,14,2024-05-15
software engineer,Bangalore,IT,"oops, java, sql",1,20,2024-10-10
web developer,Chennai,HealthTech,"react, javascript, css",2,18,2023-11-14
data scientist,Chennai,FinTech,"statistics, sql, ml",1,15,2023-05-24
data analyst,Bangalore,E-Commerce,"power bi, sql, python",2,17,2023-03-03
web developer,Pune,E-Commerce,"javascript, react, html",1,24,2024-06-21
ml engineer,Pune,HealthTech,"deep learning, tensorflow, ml",1,12,2024-12-29
ai engineer,Bangalore,FinTech,"python, ml, ai",7,20,2023-01-26
web developer,Mumbai,IT,"javascript, react, css",6,3,2024-03-12
cloud engineer,Bangalore,E-Commerce,"azure, docker, aws",3,21,2023-02-06
ai engineer,Bangalore,FinTech,"nlp, ai, ml",3,7,2024-10-17
cloud engineer,Hyderabad,HealthTech,"aws, azure, linux",1,22,2024-04-15
cyber security analyst,Hyderabad,IT,"security, networking, linux",0,6,2023-03-13
data analyst,Pune,HealthTech,"sql, excel, python",2,6,2024-06-26
cloud engineer,Mumbai,E-Commerce,"docker, linux, aws",1,24,2024-03-13
business analyst,Chennai,FinTech,"sql, communication, excel",2,10,2024-05-28
ml engineer,Delhi,IT,"ml, tensorflow, python",1,17,2023-11-17
devops engineer,Delhi,IT,"kubernetes, linux, aws",5,13,2023-07-15
cyber security analyst,Bangalore,EdTech,"networking, security, linux",2,7,2023-11-17
ai engineer,Mumbai,EdTech,"ml, ai, python",6,10,2023-05-16
web developer,Hyderabad,EdTech,"css, javascript, html",5,24,2023-10-18
data scientist,Hyderabad,IT,"statistics, sql, python",1,3,2024-08-29
cloud engineer,Hyderabad,FinTech,"aws, linux, azure",2,19,2023-08-23
data scientist,Mumbai,E-Commerce,"ml, python, sql",5,21,2023-12-18
ml engineer,Pune,HealthTech,"tensorflow, ml, deep learning",7,6,2023-03-04
devops engineer,Bangalore,E-Commerce,"docker, aws, linux",1,11,2024-04-28
devops engineer,Chennai,E-Commerce,"aws, linux, kubernetes",6,16,2023-04-17
ai engineer,Hyderabad,FinTech,"nlp, ml, python",7,5,2024-08-17
web developer,Bangalore,HealthTech,"react, css, html",5,24,2023-07-16
software engineer,Bangalore,EdTech,"sql, oops, java",1,22,2024-10-31
web developer,Delhi,HealthTech,"react, html, javascript",2,14,2024-12-15
cloud engineer,Chennai,EdTech,"linux, aws, azure",7,7,2023-07-17
cloud engineer,Bangalore,E-Commerce,"aws, docker, linux",4,21,2023-07-13
cyber security analyst,Mumbai,E-Commerce,"linux, security, networking",2,22,2024-10-18
ai engineer,Chennai,E-Commerce,"ai, nlp, python",8,6,2024-03-26
software engineer,Bangalore,FinTech,"python, sql, java",5,20,2023-09-19
web developer,Pune,E-Commerce,"html, css, react",5,16,2024-10-30
ai engineer,Hyderabad,E-Commerce,"nlp, ai, python",0,12,2024-06-11
data scientist,Delhi,HealthTech,"python, sql, ml",6,25,2024-12-28
data analyst,Hyderabad,EdTech,"power bi, excel, sql",8,19,2023-04-14
cyber security analyst,Hyderabad,HealthTech,"linux, security, networking",1,6,2023-08-11
cloud engineer,Hyderabad,IT,"aws, azure, docker",6,21,2024-03-27
cloud engineer,Hyderabad,IT,"linux, docker, azure",4,16,2023-03-25
data analyst,Chennai,FinTech,"python, sql, excel",8,15,2024-09-27
cyber security analyst,Delhi,EdTech,"linux, networking, security",6,6,2023-05-13
software engineer,Chennai,FinTech,"oops, sql, python",7,22,2023-06-10
software engineer,Delhi,FinTech,"python, java, sql",2,19,2024-09-11
ai engineer,Pune,HealthTech,"ml, python, ai",8,10,2023-01-19
cyber security analyst,Mumbai,FinTech,"networking, security, linux",1,8,2023-10-14
data scientist,Delhi,EdTech,"python, sql, ml",8,8,2023-11-04
cloud engineer,Delhi,FinTech,"docker, linux, aws",3,24,2023-11-22
cloud engineer,Pune,IT,"linux, docker, azure",2,21,2023-12-19
data scientist,Chennai,EdTech,"sql, statistics, python",0,11,2023-05-04
web developer,Mumbai,EdTech,"javascript, html, css",0,15,2024-11-26
devops engineer,Pune,E-Commerce,"kubernetes, aws, linux",4,8,2023-07-31
business analyst,Bangalore,IT,"communication, sql, excel",0,13,2023-09-08
web developer,Pune,FinTech,"javascript, html, css",0,11,2023-09-14
devops engineer,Chennai,IT,"aws, linux, docker",6,10,2024-09-22
ai engineer,Bangalore,HealthTech,"ai, python, nlp",5,4,2024-05-04
cyber security analyst,Hyderabad,FinTech,"security, networking, linux",6,17,2024-08-07
data analyst,Hyderabad,E-Commerce,"python, excel, sql",8,19,2023-01-12
cyber security analyst,Mumbai,EdTech,"security, linux, networking",4,11,2023-02-27
cloud engineer,Hyderabad,E-Commerce,"docker, aws, azure",7,12,2024-03-13
ai engineer,Bangalore,EdTech,"nlp, ai, python",0,5,2024-01-01
ml engineer,Hyderabad,HealthTech,"tensorflow, deep learning, python",6,18,2023-02-02
software engineer,Hyderabad,EdTech,"java, sql, oops",4,21,2023-09-23
cloud engineer,Hyderabad,IT,"linux, azure, docker",6,6,2023-04-01
data analyst,Hyderabad,HealthTech,"power bi, python, sql",1,21,2023-03-15
ml engineer,Chennai,IT,"tensorflow, ml, deep learning",1,3,2023-11-02
web developer,Bangalore,E-Commerce,"html, css, react",1,24,2023-01-09
software engineer,Bangalore,FinTech,"java, python, oops",7,7,2023-05-16
cloud engineer,Hyderabad,FinTech,"linux, docker, azure",6,5,2023-05-03
data analyst,Hyderabad,IT,"power bi, excel, python",8,18,2023-08-25
business analyst,Delhi,EdTech,"excel, sql, communication",3,14,2023-03-07
ml engineer,Mumbai,EdTech,"tensorflow, deep learning, ml",4,13,2024-04-19
business analyst,Chennai,HealthTech,"excel, communication, sql",8,3,2024-05-22
web developer,Delhi,E-Commerce,"css, react, html",2,8,2023-12-22
business analyst,Mumbai,EdTech,"excel, sql, communication",4,22,2024-09-26
data scientist,Mumbai,HealthTech,"statistics, sql, python",0,5,2024-08-24
cyber security analyst,Chennai,FinTech,"linux, security, networking",1,23,2023-10-03
ml engineer,Chennai,IT,"ml, tensorflow, python",8,18,2024-05-16
data analyst,Chennai,EdTech,"excel, sql, python",0,21,2023-08-25
data analyst,Chennai,EdTech,"excel, power bi, sql",5,25,2023-08-06
ai engineer,Delhi,FinTech,"ai, ml, python",6,4,2024-08-03
ml engineer,Pune,E-Commerce,"deep learning, tensorflow, python",3,24,2023-11-25
web developer,Chennai,FinTech,"html, javascript, css",2,4,2024-06-26
software engineer,Hyderabad,EdTech,"oops, python, java",7,24,2023-10-05
ai engineer,Pune,FinTech,"nlp, ml, ai",0,15,2024-03-27
devops engineer,Chennai,IT,"docker, aws, linux",2,5,2024-06-21
devops engineer,Chennai,EdTech,"linux, kubernetes, docker",1,7,2023-02-10
ai engineer,Pune,EdTech,"ml, python, ai",5,22,2024-05-01
devops engineer,Delhi,E-Commerce,"linux, aws, kubernetes",3,19,2023-02-21
ml engineer,Pune,IT,"ml, deep learning, python",1,5,2024-01-26
ml engineer,Pune,EdTech,"tensorflow, ml, python",0,18,2024-03-28
data scientist,Pune,EdTech,"ml, python, sql",4,21,2023-10-09
web developer,Hyderabad,EdTech,"html, css, javascript",4,24,2023-02-25
ml engineer,Mumbai,IT,"python, tensorflow, deep learning",8,12,2023-10-13
devops engineer,Hyderabad,IT,"kubernetes, docker, aws",1,21,2024-01-03
web developer,Chennai,E-Commerce,"css, javascript, react",7,25,2024-07-22
devops engineer,Chennai,HealthTech,"aws, docker, linux",8,8,2024-08-22
ml engineer,Pune,IT,"tensorflow, ml, deep learning",2,5,2023-12-14
software engineer,Hyderabad,FinTech,"java, oops, python",1,16,2023-07-22
software engineer,Delhi,HealthTech,"java, oops, python",0,14,2024-10-16
web developer,Chennai,HealthTech,"javascript, html, css",7,13,2024-06-13
ml engineer,Hyderabad,HealthTech,"deep learning, ml, python",4,21,2024-01-23
cyber security analyst,Chennai,FinTech,"linux, networking, security",5,22,2024-10-13
web developer,Pune,HealthTech,"css, html, javascript",1,15,2023-01-01
software engineer,Bangalore,IT,"java, oops, sql",2,18,2023-05-01
business analyst,Delhi,E-Commerce,"communication, excel, sql",2,11,2023-11-22
business analyst,Chennai,EdTech,"sql, excel, communication",3,20,2023-08-03
data analyst,Delhi,HealthTech,"sql, excel, python",4,25,2024-01-23
cloud engineer,Delhi,E-Commerce,"aws, docker, linux",8,16,2024-07-26
cloud engineer,Mumbai,HealthTech,"linux, azure, aws",8,5,2024-09-02
ai engineer,Delhi,E-Commerce,"ml, ai, nlp",8,17,2024-01-27
ml engineer,Bangalore,HealthTech,"tensorflow, deep learning, ml",6,14,2024-06-20
ml engineer,Pune,FinTech,"deep learning, python, tensorflow",3,7,2023-01-12
data analyst,Bangalore,E-Commerce,"power bi, python, sql",2,22,2024-02-15
software engineer,Mumbai,IT,"oops, java, python",0,7,2023-07-19
data scientist,Delhi,EdTech,"sql, ml, statistics",0,17,2023-07-06
data scientist,Pune,IT,"ml, sql, statistics",3,21,2024-07-04
web developer,Hyderabad,EdTech,"css, html, javascript",8,23,2024-05-31
devops engineer,Chennai,IT,"kubernetes, aws, linux",6,4,2023-09-18
cloud engineer,Delhi,HealthTech,"linux, aws, azure",0,22,2023-02-16
cloud engineer,Bangalore,FinTech,"linux, docker, aws",8,5,2023-03-15
cyber security analyst,Bangalore,IT,"security, networking, linux",6,8,2023-07-02
data scientist,Delhi,IT,"python, ml, statistics",8,13,2023-12-21
ai engineer,Delhi,EdTech,"ai, python, nlp",1,25,2023-03-19
data analyst,Mumbai,EdTech,"excel, python, power bi",4,16,2024-06-09
ai engineer,Mumbai,EdTech,"ml, nlp, ai",2,8,2023-09-11
business analyst,Pune,HealthTech,"excel, communication, sql",5,3,2024-10-24
ml engineer,Pune,EdTech,"ml, python, tensorflow",6,19,2023-12-26
data scientist,Pune,EdTech,"sql, python, statistics",4,22,2024-06-17
ai engineer,Delhi,HealthTech,"ai, nlp, python",4,15,2024-11-10
software engineer,Delhi,E-Commerce,"java, oops, python",8,10,2024-04-09
web developer,Mumbai,FinTech,"html, react, javascript",8,11,2024-08-23
business analyst,Chennai,E-Commerce,"excel, sql, communication",1,6,2023-06-01
cyber security analyst,Chennai,IT,"linux, security, networking",0,4,2024-10-02
ai engineer,Pune,IT,"nlp, python, ml",7,20,2024-03-19
web developer,Chennai,IT,"react, html, javascript",1,25,2024-02-07
ai engineer,Pune,EdTech,"nlp, ml, python",3,20,2023-10-19
web developer,Bangalore,EdTech,"javascript, html, react",3,16,2023-10-03
ml engineer,Delhi,FinTech,"deep learning, python, tensorflow",4,7,2024-07-14
software engineer,Mumbai,EdTech,"java, sql, python",6,21,2023-05-20
ml engineer,Mumbai,FinTech,"tensorflow, deep learning, python",3,6,2023-03-02
cyber security analyst,Pune,E-Commerce,"networking, security, linux",5,20,2023-01-06
data analyst,Hyderabad,IT,"excel, power bi, sql",7,5,2023-05-09
ml engineer,Mumbai,EdTech,"tensorflow, deep learning, ml",6,12,2024-09-06
software engineer,Delhi,HealthTech,"sql, oops, java",2,4,2023-09-18
devops engineer,Hyderabad,IT,"kubernetes, aws, docker",0,20,2023-10-29
data analyst,Hyderabad,E-Commerce,"python, excel, power bi",8,4,2023-05-12
devops engineer,Pune,EdTech,"kubernetes, docker, linux",4,11,2023-04-30
cloud engineer,Bangalore,FinTech,"azure, linux, aws",8,10,2024-07-07
cloud engineer,Hyderabad,HealthTech,"docker, linux, aws",3,24,2023-04-11
ai engineer,Pune,E-Commerce,"ai, python, ml",2,15,2023-10-17
devops engineer,Bangalore,IT,"kubernetes, linux, docker",5,9,2023-11-04
ai engineer,Bangalore,IT,"nlp, python, ai",8,3,2023-12-10
data analyst,Chennai,EdTech,"excel, sql, python",1,12,2024-10-14
ml engineer,Hyderabad,EdTech,"deep learning, ml, python",0,11,2023-04-11
devops engineer,Pune,HealthTech,"kubernetes, aws, linux",3,25,2024-04-09
data scientist,Chennai,E-Commerce,"sql, statistics, ml",2,16,2024-08-01
devops engineer,Hyderabad,EdTech,"aws, docker, linux",2,11,2023-01-01
data scientist,Hyderabad,EdTech,"ml, python, sql",2,14,2023-03-08
data analyst,Chennai,FinTech,"power bi, python, sql",4,13,2024-08-28
cyber security analyst,Delhi,IT,"security, networking, linux",1,9,2023-12-15
cloud engineer,Hyderabad,EdTech,"azure, docker, linux",5,19,2024-04-18
ml engineer,Chennai,IT,"deep learning, tensorflow, python",5,10,2023-04-10
business analyst,Pune,E-Commerce,"sql, excel, communication",1,16,2023-06-20
software engineer,Delhi,FinTech,"java, oops, python",0,24,2023-01-12
ai engineer,Pune,IT,"ai, nlp, python",0,8,2023-02-28
ml engineer,Chennai,IT,"tensorflow, python, deep learning",7,10,2023-11-13
cyber security analyst,Delhi,EdTech,"security, networking, linux",4,14,2023-09-04
business analyst,Chennai,EdTech,"communication, sql, excel",6,19,2024-11-21
web developer,Pune,E-Commerce,"html, javascript, react",4,14,2024-09-06
software engineer,Delhi,EdTech,"java, python, sql",5,23,2024-09-17
cyber security analyst,Bangalore,EdTech,"security, linux, networking",6,7,2023-04-08
business analyst,Chennai,EdTech,"excel, communication, sql",3,13,2023-05-08
data scientist,Mumbai,E-Commerce,"python, statistics, ml",8,18,2023-03-14
data analyst,Hyderabad,EdTech,"python, power bi, sql",3,3,2023-08-07
business analyst,Chennai,FinTech,"excel, sql, communication",1,24,2023-02-20
ml engineer,Hyderabad,HealthTech,"tensorflow, ml, deep learning",6,16,2024-05-02
data analyst,Pune,IT,"excel, python, power bi",8,18,2023-08-29
web developer,Delhi,IT,"javascript, css, html",1,9,2023-01-27
business analyst,Pune,IT,"excel, sql, communication",7,15,2024-05-22
ai engineer,Hyderabad,IT,"python, nlp, ai",1,13,2023-08-10
web developer,Delhi,FinTech,"css, javascript, html",5,15,2024-03-10
software engineer,Pune,IT,"sql, python, java",8,22,2023-12-28
web developer,Hyderabad,IT,"javascript, html, css",4,10,2023-06-20
software engineer,Delhi,EdTech,"python, oops, java",2,25,2024-04-02
cloud engineer,Pune,HealthTech,"docker, linux, aws",6,8,2023-06-11
data analyst,Hyderabad,EdTech,"excel, python, sql",7,22,2024-01-30
data scientist,Chennai,IT,"statistics, sql, ml",7,8,2023-05-29
ai engineer,Chennai,FinTech,"python, ml, ai",8,9,2023-07-05
devops engineer,Chennai,FinTech,"kubernetes, docker, linux",3,23,2023-07-03
cyber security analyst,Bangalore,FinTech,"security, linux, networking",4,7,2024-04-12
cloud engineer,Hyderabad,E-Commerce,"docker, linux, azure",6,13,2023-07-19
ai engineer,Chennai,IT,"python, ai, ml",7,21,2024-09-18
cloud engineer,Bangalore,HealthTech,"linux, aws, azure",2,10,2023-02-23
web developer,Chennai,IT,"html, css, javascript",1,12,2024-12-09
web developer,Pune,EdTech,"html, css, javascript",1,10,2023-11-09
cyber security analyst,Bangalore,IT,"security, networking, linux",3,8,2023-06-03
ml engineer,Bangalore,FinTech,"ml, python, deep learning",4,4,2023-01-13
devops engineer,Pune,HealthTech,"kubernetes, linux, aws",3,16,2024-10-25
data analyst,Delhi,IT,"python, sql, power bi",7,9,2024-08-28
data scientist,Bangalore,HealthTech,"statistics, python, ml",4,12,2024-04-19
web developer,Delhi,EdTech,"javascript, css, html",3,11,2024-08-03
web developer,Pune,HealthTech,"css, javascript, react",2,5,2024-09-02
data scientist,Chennai,E-Commerce,"python, sql, statistics",7,13,2023-05-17
ml engineer,Pune,HealthTech,"python, tensorflow, ml",4,8,2024-12-10
cloud engineer,Mumbai,FinTech,"docker, aws, linux",1,24,2024-04-25
cloud engineer,Chennai,E-Commerce,"docker, aws, linux",6,16,2023-10-20
business analyst,Mumbai,IT,"communication, sql, excel",0,3,2024-11-16
ai engineer,Mumbai,HealthTech,"ml, nlp, python",5,10,2024-08-22
cyber security analyst,Hyderabad,IT,"networking, linux, security",8,11,2023-10-22
web developer,Pune,E-Commerce,"javascript, css, html",3,14,2023-05-20
software engineer,Pune,IT,"sql, java, oops",6,4,2024-10-28
data analyst,Hyderabad,HealthTech,"python, power bi, sql",1,23,2024-12-28
business analyst,Hyderabad,FinTech,"sql, communication, excel",8,25,2023-07-22
cloud engineer,Pune,EdTech,"linux, docker, azure",7,5,2023-06-23
cloud engineer,Pune,E-Commerce,"docker, aws, azure",1,10,2024-02-19
data scientist,Delhi,EdTech,"sql, ml, python",0,23,2023-03-07
ml engineer,Bangalore,HealthTech,"python, ml, deep learning",6,12,2024-07-11
devops engineer,Chennai,E-Commerce,"linux, aws, kubernetes",6,19,2023-01-27
ml engineer,Pune,E-Commerce,"ml, deep learning, tensorflow",1,4,2023-11-01
cloud engineer,Pune,EdTech,"docker, azure, aws",8,22,2024-09-13
ai engineer,Pune,EdTech,"ml, nlp, ai",8,17,2023-08-30
web developer,Delhi,FinTech,"html, react, css",0,12,2024-01-03
ai engineer,Hyderabad,EdTech,"nlp, ai, ml",8,24,2023-06-12
cyber security analyst,Mumbai,HealthTech,"networking, security, linux",6,7,2024-11-01
ai engineer,Hyderabad,EdTech,"ai, python, nlp",1,7,2023-10-09
business analyst,Pune,EdTech,"sql, communication, excel",0,18,2024-03-14
data analyst,Mumbai,E-Commerce,"power bi, python, sql",4,7,2023-05-05
data analyst,Chennai,E-Commerce,"excel, python, power bi",7,13,2023-04-15
data analyst,Delhi,FinTech,"sql, power bi, excel",4,13,2024-06-04
devops engineer,Delhi,HealthTech,"linux, kubernetes, docker",0,7,2024-12-01
ml engineer,Hyderabad,EdTech,"deep learning, tensorflow, python",8,20,2023-06-23
business analyst,Delhi,E-Commerce,"sql, communication, excel",1,5,2024-05-01
web developer,Mumbai,EdTech,"css, html, react",3,11,2024-01-30
cloud engineer,Delhi,IT,"aws, docker, linux",3,16,2023-03-08
cloud engineer,Bangalore,IT,"linux, aws, docker",1,13,2024-08-25
cloud engineer,Pune,HealthTech,"aws, azure, linux",1,23,2023-06-16
cloud engineer,Delhi,EdTech,"aws, azure, linux",7,24,2023-11-09
web developer,Hyderabad,FinTech,"javascript, html, react",0,14,2024-11-23
software engineer,Mumbai,FinTech,"sql, java, oops",7,4,2024-04-30
ai engineer,Chennai,EdTech,"nlp, ml, ai",2,4,2024-10-24
devops engineer,Pune,IT,"aws, linux, docker",8,7,2023-08-28
data scientist,Bangalore,EdTech,"statistics, sql, python",4,14,2023-02-21
cloud engineer,Hyderabad,HealthTech,"azure, docker, aws",6,7,2024-11-22
cyber security analyst,Hyderabad,IT,"linux, networking, security",5,3,2024-06-28
ml engineer,Pune,IT,"deep learning, tensorflow, ml",1,19,2023-08-02
ai engineer,Chennai,E-Commerce,"ai, python, ml",0,23,2024-07-06
business analyst,Bangalore,EdTech,"excel, communication, sql",1,10,2023-05-21
cyber security analyst,Hyderabad,HealthTech,"networking, linux, security",1,13,2023-03-25
web developer,Chennai,EdTech,"react, javascript, css",5,16,2024-09-13
data analyst,Pune,FinTech,"sql, python, power bi",5,8,2024-04-23
ml engineer,Hyderabad,EdTech,"ml, deep learning, tensorflow",6,18,2024-07-08
business analyst,Delhi,HealthTech,"excel, communication, sql",5,22,2023-11-01
cloud engineer,Pune,EdTech,"aws, linux, docker",0,12,2024-09-18
web developer,Delhi,FinTech,"react, html, javascript",6,16,2023-04-12
data scientist,Pune,IT,"python, statistics, sql",8,10,2024-06-16
devops engineer,Bangalore,E-Commerce,"docker, linux, aws",8,4,2023-07-27
cyber security analyst,Pune,IT,"security, linux, networking",0,20,2023-11-26
ai engineer,Bangalore,FinTech,"python, ml, ai",1,11,2023-01-25
software engineer,Mumbai,HealthTech,"oops, python, sql",0,13,2024-11-22
cloud engineer,Bangalore,FinTech,"linux, azure, docker",8,21,2023-02-13
cyber security analyst,Bangalore,EdTech,"security, networking, linux",5,4,2024-02-26
cloud engineer,Mumbai,HealthTech,"docker, azure, aws",8,14,2024-01-09
data scientist,Pune,FinTech,"sql, ml, statistics",1,11,2024-09-17
cloud engineer,Mumbai,E-Commerce,"docker, linux, azure",7,13,2023-06-13
web developer,Mumbai,EdTech,"javascript, css, html",0,23,2023-05-04
software engineer,Chennai,E-Commerce,"java, sql, python",5,10,2024-02-13
ml engineer,Pune,E-Commerce,"deep learning, python, tensorflow",7,4,2023-10-05
